co_code,Month,monthly_return,eom_mcap,prev_mktcap,Size_Label_Yearly,Size_Label_Monthly,MOM_Label,BM_Label,OP_Label,INV_Label,AT_Label,SG_Label,ACC_Label,VOL_Label,STR_Label,Size_Label_OP,Size_Label_INV,Size_Label_AT,Size_Label_SG,Size_Label_ACC
236460,2014-01,-0.1160325642356669,299256.5572,299256.5572,B,B,N,N,N,N,N,L,N,N,N,B,B,B,B,B
54885,2014-01,0.0166199311062837,297058.557,297058.557,B,B,W,G,R,N,H,N,A,L,N,B,B,B,B,B
53993,2014-01,-0.1808527847924296,296963.8387,296963.8387,B,B,N,G,W,C,L,L,C,N,N,B,B,B,B,B
163229,2014-01,-0.023711062898779,293564.7436,293564.7436,B,B,W,N,,N,L,L,A,L,N,,B,B,B,B
83013,2014-01,-0.128691989580964,291976.5143,291976.5143,B,B,W,G,N,A,N,H,N,L,L,B,B,B,B,B
5747,2014-01,-0.0972711212899235,288700.1468,288700.1468,B,B,W,G,W,A,N,H,N,H,L,B,B,B,B,B
86607,2014-01,-0.1332967978800495,282351.3812,282351.3812,B,B,N,G,N,N,N,N,A,L,L,B,B,B,B,B
97191,2014-01,-0.0403642690517388,277430.5693,277430.5693,B,B,N,G,,A,L,N,A,L,N,,B,B,B,B
30136,2014-01,-0.1190020734964406,271942.0064,271942.0064,B,B,N,N,,A,,,C,N,N,,B,,,B
369944,2014-01,-0.0701084487982911,268323.4945,268323.4945,B,B,W,V,W,C,L,N,C,H,L,B,B,B,B,B
275062,2014-01,-0.0527486080293906,265607.1194,265607.1194,B,B,W,G,N,N,N,N,A,L,N,B,B,B,B,B
82150,2014-01,0.01,253965.0559,253965.0559,B,B,W,G,N,A,L,N,N,L,H,B,B,B,B,B
93902,2014-01,-0.1157582327538483,253117.8841,253117.8841,B,B,N,V,W,A,L,L,N,L,L,B,B,B,B,B
33873,2014-01,0.0259995120232348,251561.0099,251561.0099,B,B,N,N,R,C,H,N,N,N,N,B,B,B,B,B
85447,2014-01,-0.0496832217619829,249256.4505,249256.4505,B,B,N,G,W,A,L,N,A,L,N,B,B,B,B,B
109874,2014-01,-0.0998307065116731,245879.6632,245879.6632,B,B,W,N,N,N,N,N,N,N,N,B,B,B,B,B
109856,2014-01,-0.0510148987044725,240873.8283,240873.8283,B,B,L,G,N,A,L,N,N,N,N,B,B,B,B,B
226821,2014-01,-0.1784139841858157,236160.9017,236160.9017,B,B,N,G,N,N,N,N,C,N,N,B,B,B,B,B
183861,2014-01,-0.1204931782467013,226818.7051,226818.7051,B,B,L,N,,N,,,N,N,H,,B,,,B
100224,2014-01,-0.0801649300848049,220588.5641,220588.5641,B,B,N,G,,A,,,N,N,L,,B,,,B
177753,2014-01,-0.1809564497830487,220380.6733,220380.6733,B,B,N,N,W,A,L,H,N,N,N,B,B,B,B,B
201111,2014-01,-0.1955070869060603,217833.4554,217833.4554,B,B,N,N,,A,,,N,N,L,,B,,,B
248165,2014-01,-0.1849183200835212,216780.1601,216780.1601,B,B,N,N,W,N,L,N,C,L,H,B,B,B,B,B
155600,2014-01,-0.07883603670757,216431.5691,216431.5691,B,B,N,N,W,C,L,L,N,N,N,B,B,B,B,B
23354,2014-01,-0.1060113968769711,208162.6635,208162.6635,B,B,N,G,R,C,N,N,N,L,N,B,B,B,B,B
196608,2014-01,-0.1510535145079031,205335.2573,205335.2573,B,B,N,N,W,N,L,L,N,N,N,B,B,B,B,B
320945,2014-01,0.0880660475361974,204557.0435,204557.0435,B,B,N,G,R,N,H,N,N,N,L,B,B,B,B,B
251664,2014-01,-0.0323884409638691,203746.9237,203746.9237,B,B,N,G,R,A,H,N,A,N,N,B,B,B,B,B
193553,2014-01,-0.2869690505951913,192060.9627,192060.9627,B,B,N,G,N,C,L,L,C,H,N,B,B,B,B,B
229572,2014-01,-0.0012993401699752,186749.7193,186749.7193,B,B,W,G,R,A,N,N,A,N,L,B,B,B,B,B
49138,2014-01,-0.0301880217918807,184045.8789,184045.8789,B,B,N,G,,A,H,N,N,N,N,,B,B,B,B
136443,2014-01,-0.2429441196289787,182374.4844,182374.4844,B,B,W,G,,A,,,A,L,N,,B,,,B
100709,2014-01,-0.1523885645084278,166177.5329,166177.5329,B,B,L,N,W,A,L,L,N,N,N,B,B,B,B,B
41246,2014-01,-0.0045132525068293,165866.7761,165866.7761,B,B,N,G,W,A,N,N,A,L,N,B,B,B,B,B
61957,2014-01,0.0915209792098987,162115.0251,162115.0251,B,B,W,G,N,A,N,N,A,L,N,B,B,B,B,B
98964,2014-01,-0.1255534942320743,161652.7038,161652.7038,B,B,W,N,N,N,N,N,A,L,N,B,B,B,B,B
149616,2014-01,0.1332313562747011,160950.2832,160950.2832,B,B,W,G,R,A,H,H,A,L,L,B,B,B,B,B
42974,2014-01,-0.050160270894615,155193.302,155193.302,B,B,W,G,R,N,H,N,N,L,N,B,B,B,B,B
30148,2014-01,-0.1865837026530796,152826.4839,152826.4839,B,B,N,N,,A,,,C,H,N,,B,,,B
225455,2014-01,-0.089697477821088,152601.3282,152601.3282,B,B,N,G,,A,,,N,N,H,,B,,,B
222402,2014-01,0.0282543291964363,151270.1984,151270.1984,B,B,N,G,R,A,N,H,A,L,N,B,B,B,B,B
239792,2014-01,-0.0516138794122121,149870.381,149870.381,B,B,N,G,N,N,N,N,A,L,N,B,B,B,B,B
21420,2014-01,-0.1407311994128458,146916.0764,146916.0764,B,B,N,G,N,A,N,N,C,N,N,B,B,B,B,B
175214,2014-01,-0.0115829905286213,146487.5458,146487.5458,B,B,W,G,R,A,N,N,A,N,L,B,B,B,B,B
82197,2014-01,0.0574569726980871,144740.0562,144740.0562,B,B,W,G,N,A,N,H,A,L,N,B,B,B,B,B
50616,2014-01,0.0085826385580178,142321.4107,142321.4107,B,B,W,G,,N,N,N,A,L,N,,B,B,B,B
140097,2014-01,-0.0016988204339072,139743.9789,139743.9789,B,B,W,G,N,A,N,N,A,L,N,B,B,B,B,B
66185,2014-01,-0.0784580074128902,134541.426,134541.426,B,B,W,G,N,A,N,H,A,N,N,B,B,B,B,B
354608,2014-01,-0.1792967287130226,133477.5132,133477.5132,B,B,N,G,,A,,,N,H,N,,B,,,B
52835,2014-01,-0.0981514080058625,132820.38,132820.38,B,B,N,G,R,N,H,N,A,L,H,B,B,B,B,B
18102,2014-01,-0.0228585290242594,131668.0505,131668.0505,B,B,W,G,N,A,N,N,A,L,H,B,B,B,B,B
41860,2014-01,-0.1960651929158168,130190.3067,130190.3067,B,B,L,N,,N,,,C,N,H,,B,,,B
385630,2014-01,-0.0901885691645381,128476.32,128476.32,B,B,N,G,W,A,L,L,N,N,L,B,B,B,B,B
108841,2014-01,-0.2560749383462504,120829.0998,120829.0998,B,B,L,N,N,N,L,N,N,H,N,B,B,B,B,B
374519,2014-01,-0.0884202537516661,118180.1708,118180.1708,B,B,N,G,,A,L,L,A,L,N,,B,B,B,B
270281,2014-01,-0.1494974682196902,115297.7247,115297.7247,B,B,W,G,,N,,,N,N,N,,B,,,B
24685,2014-01,0.2188802595928314,114387.7947,114387.7947,B,B,W,N,N,N,N,H,A,H,H,B,B,B,B,B
27747,2014-01,-0.1256067767412396,111967.9925,111967.9925,B,B,N,V,W,C,L,L,N,N,L,B,B,B,B,B
5757,2014-01,-0.1603466925796777,111861.3662,111861.3662,B,B,L,G,W,N,L,H,C,N,N,B,B,B,B,B
125401,2014-01,-0.1080244400190496,110647.3628,110647.3628,B,B,N,N,W,A,L,L,C,N,N,B,B,B,B,B
38924,2014-01,-0.0686819904888091,110403.7053,110403.7053,B,B,W,G,R,C,H,N,A,N,N,B,B,B,B,B
35222,2014-01,-0.0319374134442494,109010.5988,109010.5988,B,B,W,N,W,A,L,N,N,L,N,B,B,B,B,B
67417,2014-01,-0.0417130115943618,107593.9998,107593.9998,B,B,W,G,R,C,H,N,A,L,L,B,B,B,B,B
158982,2014-01,-0.0800396606991683,106786.216,106786.216,B,B,N,N,N,N,L,N,N,L,N,B,B,B,B,B
100283,2014-01,-0.1534951653875097,106581.7638,106581.7638,B,B,L,V,,N,,,C,N,N,,B,,,B
71060,2014-01,-0.1772392274613979,104635.0,104635.0,B,B,N,G,N,N,H,H,A,L,N,B,B,B,B,B
248186,2014-01,-0.1414236557557717,99222.0506,99222.0506,B,B,N,G,W,N,L,N,N,N,N,B,B,B,B,B
28899,2014-01,0.0386365807606823,98839.7662,98839.7662,B,B,N,G,,N,L,H,A,L,N,,B,B,B,B
91512,2014-01,-0.0241015784736191,98720.732,98720.732,B,B,W,G,N,N,H,N,A,L,N,B,B,B,B,B
182523,2014-01,0.0071948900424483,98581.6322,98581.6322,B,B,W,G,N,A,N,H,A,L,N,B,B,B,B,B
155529,2014-01,-0.099688866071636,97677.3396,97677.3396,B,B,N,N,W,N,L,N,N,N,N,B,B,B,B,B
76718,2014-01,-0.1839581870888336,96532.3826,96532.3826,B,B,W,N,W,N,L,N,C,H,H,B,B,B,B,B
159120,2014-01,-0.0037848357464224,95203.0623,95203.0623,B,B,W,N,W,N,L,N,C,L,N,B,B,B,B,B
83018,2014-01,-0.0078025028448883,93003.869,93003.869,B,B,N,G,W,A,L,N,A,L,N,B,B,B,B,B
109868,2014-01,-0.2198671973677344,92581.0932,92581.0932,B,B,N,N,W,N,L,H,N,N,N,B,B,B,B,B
36073,2014-01,-0.068413388489263,92550.0,92550.0,B,B,W,G,N,N,N,H,N,L,H,B,B,B,B,B
149899,2014-01,-0.1154911110693915,92456.0644,92456.0644,B,B,W,G,N,N,N,N,N,N,N,B,B,B,B,B
174683,2014-01,-0.090238316732658,91537.5054,91537.5054,B,B,N,G,,N,H,H,A,L,L,,B,B,B,B
102576,2014-01,0.1347092848699793,91412.3246,91412.3246,B,B,W,G,R,N,N,N,A,L,H,B,B,B,B,B
196588,2014-01,-0.116422831567211,88783.9756,88783.9756,B,B,N,N,W,N,L,N,N,N,L,B,B,B,B,B
155509,2014-01,-0.0308648349510821,88523.8071,88523.8071,B,B,W,N,W,N,L,L,N,L,N,B,B,B,B,B
265414,2014-01,-0.0914237147287273,88093.5,88093.5,B,B,W,N,W,C,L,N,N,H,N,B,B,B,B,B
215829,2014-01,-0.0453087222397969,87613.516,87613.516,B,B,W,N,W,N,N,N,C,N,H,B,B,B,B,B
52194,2014-01,-0.0883034182559762,84843.523,84843.523,B,B,W,G,,N,N,N,A,L,H,,B,B,B,B
250369,2014-01,-0.106370862768761,84714.1715,84714.1715,B,B,W,G,N,N,N,L,A,L,H,B,B,B,B,B
62499,2014-01,-0.1765186141652402,83226.2881,83226.2881,B,B,N,G,R,A,H,H,A,N,L,B,B,B,B,B
33727,2014-01,-0.096621530774145,82352.0,82352.0,B,B,N,N,W,C,L,N,N,L,L,B,B,B,B,B
257360,2014-01,-0.1542578405640029,82191.938,82191.938,B,B,L,N,,A,,,C,N,N,,B,,,B
132572,2014-01,0.018061248072827,82127.1895,82127.1895,B,B,W,N,R,N,H,H,A,L,N,B,B,B,B,B
52418,2014-01,-0.0766679829980826,80900.2751,80900.2751,B,B,W,G,N,N,H,N,A,N,N,B,B,B,B,B
94103,2014-01,0.0441225384330865,80356.2464,80356.2464,B,B,N,N,R,N,H,N,C,N,N,B,B,B,B,B
36937,2014-01,-0.0072406780143065,80264.4823,80264.4823,B,B,W,G,R,A,H,H,C,N,H,B,B,B,B,B
252196,2014-01,0.188280199671402,79915.4295,79915.4295,B,B,W,G,R,A,N,H,A,L,N,B,B,B,B,B
69497,2014-01,-0.1880458298393517,78926.1952,78926.1952,B,B,N,G,R,A,H,H,C,N,N,B,B,B,B,B
28897,2014-01,-0.0417172604189374,78711.9906,78711.9906,B,B,W,N,,A,,,A,N,H,,B,,,B
32433,2014-01,-0.116453817282908,77750.4075,77750.4075,B,B,W,G,R,A,H,N,A,L,L,B,B,B,B,B
120889,2014-01,-0.1187161005518198,76839.4066,76839.4066,B,B,L,G,W,N,L,H,A,N,H,B,B,B,B,B
33750,2014-01,0.0235487964030209,76368.1754,76368.1754,B,B,W,G,N,C,N,L,N,N,N,B,B,B,B,B
138385,2014-01,0.0133138995856265,74397.8181,74397.8181,B,B,N,N,,C,H,H,C,N,N,,B,B,B,B
72607,2014-01,-0.0643877742585284,71888.9555,71888.9555,B,B,N,N,,A,,,C,H,N,,B,,,B
248083,2014-01,-0.0519896684000971,70032.5008,70032.5008,B,B,N,N,N,C,N,N,N,L,N,B,B,B,B,B
107160,2014-01,-0.0380256723491636,69633.5148,69633.5148,B,B,N,N,,A,,,N,N,H,,B,,,B
240037,2014-01,-0.0408576868614929,69139.9321,69139.9321,B,B,W,G,,N,L,N,N,L,N,,B,B,B,B
43461,2014-01,-0.0975377233812856,69074.971,69074.971,B,B,N,N,,N,,,N,L,L,,B,,,B
164888,2014-01,-0.2431071742384292,68620.3848,68620.3848,B,B,L,N,,N,,,C,H,H,,S,,,S
51238,2014-01,-0.1733499339811912,67762.5384,67762.5384,B,B,N,G,N,C,H,L,C,N,N,B,B,B,B,B
31130,2014-01,-0.0891326002525616,67717.9476,67717.9476,B,B,W,G,R,A,H,H,A,N,L,B,B,B,B,B
81580,2014-01,0.0270036043697119,67247.7416,67247.7416,B,B,N,G,N,A,N,N,N,L,N,B,B,B,B,B
94000,2014-01,-0.1420439669293538,65274.1299,65274.1299,B,B,L,G,N,N,N,L,A,H,N,S,S,S,S,S
31364,2014-01,-0.0591844203322449,64740.5628,64740.5628,B,B,W,G,R,A,N,H,A,L,N,B,B,B,B,B
2717,2014-01,-0.2102776249557568,64589.5065,64589.5065,,B,N,,,A,N,N,C,N,N,,S,S,S,S
146460,2014-01,-0.0459271768194978,63629.7971,63629.7971,B,B,W,G,,A,H,H,A,L,H,,B,B,B,B
25290,2014-01,0.0074932568108458,63306.5738,63306.5738,B,B,W,G,N,N,N,H,N,L,L,B,B,B,B,B
84205,2014-01,-0.0968980752035001,63048.218,63048.218,B,B,N,G,R,A,H,N,A,L,H,S,S,S,S,S
225395,2014-01,-0.096722876134781,63048.1821,63048.1821,B,S,W,G,,A,,,N,L,L,,B,,,B
98918,2014-01,-0.0924161412424556,59480.8806,59480.8806,B,S,L,V,,N,,,C,N,N,,S,,,S
40112,2014-01,-0.0753060682947179,58201.4007,58201.4007,B,S,W,N,N,N,L,N,N,N,H,S,S,S,S,S
168589,2014-01,0.1123666670018546,57694.5287,57694.5287,B,S,W,G,R,A,H,H,A,L,L,B,B,B,B,B
141851,2014-01,-0.1108506331755929,57512.491,57512.491,B,S,N,G,W,N,L,N,A,L,N,S,S,S,S,S
12517,2014-01,-0.0136386512613183,57393.0,57393.0,B,S,W,G,R,A,H,H,A,N,N,S,S,S,S,S
245437,2014-01,-0.0681861773148522,56944.4657,56944.4657,B,S,N,N,,A,,,C,N,N,,S,,,S
181215,2014-01,-0.1649314645081752,56857.5,56857.5,B,S,N,G,W,A,L,H,A,N,H,S,S,S,S,S
256249,2014-01,-0.0957327271503598,56823.458,56823.458,B,S,N,V,,N,,,C,N,L,,S,,,S
372076,2014-01,-0.2109362887001115,56670.1745,56670.1745,S,S,L,N,W,N,N,N,N,H,L,S,S,S,S,S
68332,2014-01,-0.1322234812210773,55965.1693,55965.1693,B,S,N,G,,N,N,L,A,N,N,,S,S,S,S
106583,2014-01,-0.3055635003118966,55528.2583,55528.2583,B,S,L,N,W,A,L,H,N,H,N,S,S,S,S,S
265397,2014-01,-0.0214790263419375,54940.2972,54940.2972,B,S,N,N,,,,,,L,N,,,,,
377259,2014-01,0.0768886337966854,54092.9089,54092.9089,B,S,W,G,N,C,N,N,A,L,N,B,B,B,B,B
18151,2014-01,0.0724489960030949,54031.4553,54031.4553,S,S,N,N,R,N,H,N,N,H,H,S,S,S,S,S
242022,2014-01,0.0334975339160348,53992.7711,53992.7711,B,S,W,G,R,C,H,H,A,L,N,S,S,S,S,S
132144,2014-01,-0.0988393462615987,52850.0,52850.0,B,S,L,G,N,C,H,L,C,H,L,S,S,S,S,S
11019,2014-01,-0.1311944140510689,51765.1174,51765.1174,B,S,L,N,,N,,,C,N,N,,S,,,S
12007,2014-01,-0.0706421348753169,51759.8071,51759.8071,S,S,N,G,R,N,N,L,C,N,H,S,S,S,S,S
369167,2014-01,0.0895391922080302,50436.174,50436.174,B,S,W,G,N,N,L,N,A,L,N,S,S,S,S,S
98668,2014-01,-0.146775291771996,49917.7855,49917.7855,S,S,L,N,,N,,,C,H,H,,S,,,S
98827,2014-01,-0.0332861539998869,49861.4446,49861.4446,B,S,N,N,W,C,L,N,C,N,H,S,S,S,S,S
272854,2014-01,-0.1539541589015803,49678.8594,49678.8594,B,S,L,G,R,N,N,N,A,H,N,S,S,S,S,S
40470,2014-01,-0.1171016486702714,49526.865,49526.865,B,S,W,G,R,N,N,N,A,L,H,S,S,S,S,S
85543,2014-01,-0.0783603933327492,47948.8733,47948.8733,B,S,W,N,W,C,L,N,C,L,N,S,S,S,S,S
74601,2014-01,-0.032557482956226,47458.7365,47458.7365,B,S,N,N,W,C,L,H,C,L,L,S,S,S,S,S
261673,2014-01,-0.022483297719463,46317.169,46317.169,B,S,W,G,,N,,,C,L,L,,S,,,S
86417,2014-01,0.0350485321547691,45920.3523,45920.3523,B,S,W,G,,A,,,N,L,H,,S,,,S
22104,2014-01,-0.0453024865789306,45896.6719,45896.6719,B,S,L,N,N,N,N,L,N,N,N,S,S,S,S,S
134435,2014-01,-0.1498393445522893,45583.0347,45583.0347,B,S,N,G,R,N,N,H,N,N,H,S,S,S,S,S
1120,2014-01,0.0579532794090769,45122.865,45122.865,S,S,W,G,N,A,N,H,A,L,H,S,S,S,S,S
51380,2014-01,-0.0308706805731587,43720.0528,43720.0528,B,S,L,N,,A,,,C,N,L,,S,,,S
91459,2014-01,-0.0884088601519473,43129.6879,43129.6879,B,S,N,G,N,A,L,H,C,L,N,S,S,S,S,S
96577,2014-01,-0.1259331634693383,42714.3569,42714.3569,B,S,N,N,W,C,L,L,N,N,N,S,S,S,S,S
253375,2014-01,-0.1679270520171216,42027.9337,42027.9337,S,S,N,G,W,N,L,N,A,N,H,S,S,S,S,S
261710,2014-01,0.0687931624500941,41864.5483,41864.5483,B,S,W,G,N,A,N,N,A,H,L,S,S,S,S,S
36277,2014-01,-0.0338067279559027,41117.5055,41117.5055,B,S,N,G,N,A,H,N,N,L,N,S,S,S,S,S
371246,2014-01,-0.1608478933012241,40823.0851,40823.0851,S,S,N,N,W,A,L,L,A,N,N,S,S,S,S,S
138401,2014-01,-0.0599388899025495,40622.4,40622.4,B,S,N,N,,N,L,N,A,L,N,,S,S,S,S
246538,2014-01,-0.0701751492450927,40500.8641,40500.8641,B,S,W,G,R,A,H,H,A,L,L,S,S,S,S,S
288148,2014-01,0.1887819317923869,40126.3933,40126.3933,S,S,L,N,W,A,L,H,N,H,L,S,S,S,S,S
96407,2014-01,-0.0778107419542049,40067.2116,40067.2116,B,S,W,G,N,N,N,N,C,N,N,S,S,S,S,S
257777,2014-01,-0.1471624126919161,40029.406,40029.406,B,S,L,N,W,N,L,L,C,N,L,S,S,S,S,S
393826,2014-01,0.0510184228855858,39795.7094,39795.7094,S,S,W,G,R,N,H,N,A,N,N,S,S,S,S,S
18395,2014-01,0.0325206627140173,39508.656,39508.656,B,S,W,G,R,N,N,H,A,N,N,S,S,S,S,S
174488,2014-01,-0.0027949143510749,39116.0,39116.0,S,S,W,G,R,N,N,H,A,L,H,S,S,S,S,S
374456,2014-01,-0.1156717548003144,38794.3996,38794.3996,S,S,W,G,R,A,H,L,A,N,H,S,S,S,S,S
269920,2014-01,-0.0786796465118929,38399.1741,38399.1741,S,S,N,N,N,N,H,N,N,N,N,S,S,S,S,S
100644,2014-01,0.0618502437473496,38200.2157,38200.2157,S,S,W,N,N,A,N,H,A,N,H,S,S,S,S,S
371302,2014-01,0.0140153963303688,38097.5807,38097.5807,S,S,W,G,,A,L,H,A,N,N,,S,S,S,S
86802,2014-01,-0.0310646154427435,37746.6,37746.6,S,S,L,G,,N,L,N,A,N,H,,S,S,S,S
99905,2014-01,-0.0707021050455828,37618.043,37618.043,B,S,W,G,R,N,H,H,A,L,L,S,S,S,S,S
251021,2014-01,-0.0302850029897014,37387.68,37387.68,S,S,W,G,,A,,,A,H,H,,S,,,S
117648,2014-01,-0.0593669567932887,37272.2296,37272.2296,S,S,L,N,,A,,,C,L,N,,S,,,S
15214,2014-01,-0.0649749537800378,36968.8544,36968.8544,S,S,L,N,,A,,,C,N,N,,S,,,S
246615,2014-01,0.049774126375365,36082.8663,36082.8663,S,S,W,N,R,C,H,N,N,H,H,S,S,S,S,S
202369,2014-01,-0.1211576186506305,36057.6621,36057.6621,S,S,N,N,W,A,L,N,A,N,H,S,S,S,S,S
64535,2014-01,-0.0798719728689409,35865.9807,35865.9807,S,S,N,N,W,N,L,N,C,N,H,S,S,S,S,S
121704,2014-01,-0.0113852181335991,35838.0103,35838.0103,S,S,W,G,R,N,N,N,A,L,N,S,S,S,S,S
221948,2014-01,-0.0708246076461428,35717.9526,35717.9526,S,S,N,G,R,N,H,N,N,N,H,S,S,S,S,S
21042,2014-01,0.0954788363190555,35287.3897,35287.3897,S,S,W,N,N,N,N,N,N,N,N,S,S,S,S,S
70319,2014-01,-0.1763420230563173,35200.9644,35200.9644,S,S,N,G,N,A,N,N,N,L,H,S,S,S,S,S
203025,2014-01,-0.0406618736035614,35072.411,35072.411,S,S,W,G,,N,H,L,A,L,N,,S,S,S,S
47318,2014-01,0.0047819087265483,34972.7829,34972.7829,S,S,N,G,W,A,L,H,N,L,L,S,S,S,S,S
192276,2014-01,-0.0896816551533856,34664.0796,34664.0796,S,S,W,G,R,N,H,N,A,N,L,S,S,S,S,S
86720,2014-01,-0.0970678980407169,34499.25,34499.25,S,S,N,G,R,N,H,H,A,N,L,S,S,S,S,S
174726,2014-01,-0.0961623081893159,34441.498,34441.498,S,S,W,N,N,A,N,N,A,H,L,S,S,S,S,S
111105,2014-01,0.1315020337532675,34349.2084,34349.2084,S,S,W,G,W,A,N,H,N,L,N,S,S,S,S,S
86923,2014-01,-0.0599333302586002,34327.0604,34327.0604,S,S,N,N,N,A,L,N,A,L,N,S,S,S,S,S
166523,2014-01,-0.0569460986714447,33721.0246,33721.0246,S,S,W,G,R,A,N,H,A,N,N,S,S,S,S,S
8893,2014-01,-0.0132166501671159,33278.9252,33278.9252,S,S,W,G,R,N,H,H,A,H,L,S,S,S,S,S
109300,2014-01,-0.1953705394770525,33159.0761,33159.0761,,S,L,,,C,N,N,C,N,L,,S,S,S,S
122948,2014-01,-0.0744777944581112,33142.4628,33142.4628,S,S,W,G,N,A,N,N,A,L,H,S,S,S,S,S
175018,2014-01,-0.1059401036854302,32974.0656,32974.0656,S,S,N,G,W,N,L,H,N,N,L,S,S,S,S,S
83025,2014-01,-0.0495729294624786,32953.2689,32953.2689,S,S,L,G,W,C,L,L,C,L,L,S,S,S,S,S
29657,2014-01,-0.0371614468854506,32912.2516,32912.2516,S,S,N,N,N,A,N,N,A,N,H,S,S,S,S,S
175864,2014-01,-0.233131471163468,32540.3171,32540.3171,B,S,L,G,N,A,L,H,N,L,L,S,S,S,S,S
388926,2014-01,-0.0022918706395901,32309.875,32309.875,B,S,W,G,N,N,N,H,A,L,L,S,S,S,S,S
376510,2014-01,-0.1659471077406475,32153.8105,32153.8105,S,S,L,N,W,N,L,N,N,N,N,S,S,S,S,S
65745,2014-01,0.1317951278809546,32014.4318,32014.4318,S,S,W,G,,A,N,H,A,L,L,,S,S,S,S
106263,2014-01,-0.127200863758883,31626.0104,31626.0104,S,S,N,N,N,N,N,L,A,N,N,S,S,S,S,S
126394,2014-01,-0.052269828882134,31185.6831,31185.6831,S,S,W,G,N,C,H,L,N,L,H,S,S,S,S,S
373589,2014-01,-0.1507801177502543,30793.5348,30793.5348,S,S,N,G,W,N,L,H,N,N,L,S,S,S,S,S
229885,2014-01,-0.135296510313565,30610.6364,30610.6364,S,S,N,N,W,N,L,H,N,N,L,S,S,S,S,S
86845,2014-01,-0.0147526307693506,30553.4023,30553.4023,S,S,W,G,W,N,L,N,A,L,N,S,S,S,S,S
30153,2014-01,-0.0309560756110697,30207.4498,30207.4498,S,S,N,N,,A,,,C,L,L,,S,,,S
105523,2014-01,-0.0024368007235853,29988.2338,29988.2338,S,S,N,G,N,A,N,N,A,L,N,S,S,S,S,S
195939,2014-01,-0.1264523097824997,29934.2857,29934.2857,S,S,N,G,W,N,H,N,N,N,H,S,S,S,S,S
254924,2014-01,0.0909707306875975,29335.5966,29335.5966,S,S,N,G,N,A,H,L,N,L,L,S,S,S,S,S
194450,2014-01,-0.0589905530144947,29308.1787,29308.1787,S,S,W,G,W,N,H,N,N,N,L,S,S,S,S,S
369628,2014-01,-0.2156496320150533,29256.741,29256.741,S,S,N,V,W,C,L,H,C,N,L,S,S,S,S,S
43750,2014-01,-0.0591941951593343,29179.1252,29179.1252,S,S,L,N,R,N,N,H,C,N,H,S,S,S,S,S
385965,2014-01,-0.0674169454179653,28663.4388,28663.4388,S,S,N,G,W,A,L,H,N,N,H,S,S,S,S,S
58319,2014-01,-0.0886097466549558,28493.4517,28493.4517,S,S,L,N,,A,,,C,N,H,,S,,,S
26076,2014-01,-0.0975323861017385,28144.3231,28144.3231,S,S,N,G,R,A,H,N,C,L,N,S,S,S,S,S
27347,2014-01,-0.1403786245025342,28101.1515,28101.1515,S,S,N,N,W,N,L,H,N,L,N,S,S,S,S,S
48177,2014-01,-0.078181489513378,27863.1907,27863.1907,S,S,N,N,,A,,,N,L,N,,S,,,S
42443,2014-01,-0.0709341899395865,27650.6012,27650.6012,S,S,W,G,N,C,N,L,N,N,N,S,S,S,S,S
59381,2014-01,0.0066809105533562,27327.0786,27327.0786,S,S,N,N,W,A,L,H,N,H,H,S,S,S,S,S
231715,2014-01,0.0083038326897535,27245.7151,27245.7151,S,S,N,N,,A,,,N,L,L,,S,,,S
50508,2014-01,-0.151050270660023,27216.9093,27216.9093,S,S,N,N,,A,L,H,N,N,H,,S,S,S,S
71439,2014-01,-0.0614484322196705,27140.1562,27140.1562,S,S,N,G,N,N,H,N,A,L,N,S,S,S,S,S
82982,2014-01,-0.0220332711621866,27078.4335,27078.4335,S,S,N,G,R,N,H,N,A,N,N,S,S,S,S,S
272097,2014-01,-0.160206147708921,26972.9511,26972.9511,S,S,L,G,R,N,H,N,A,N,H,S,S,S,S,S
260926,2014-01,-0.0691513367603021,26839.6012,26839.6012,S,S,N,G,,N,H,N,N,L,N,,S,S,S,S
155423,2014-01,-0.0708881249154177,26742.8876,26742.8876,S,S,W,G,N,A,N,H,A,N,N,S,S,S,S,S
69503,2014-01,-0.0891770213834971,26379.2951,26379.2951,S,S,L,N,W,C,L,L,N,L,N,S,S,S,S,S
86708,2014-01,-0.0070042806144556,26111.345,26111.345,S,S,N,N,N,N,L,L,A,L,L,S,S,S,S,S
182249,2014-01,-0.1820244589099894,25863.4121,25863.4121,S,S,W,G,R,A,N,H,A,L,N,S,S,S,S,S
228300,2014-01,-0.0214673956670429,25410.089,25410.089,S,S,W,G,N,N,H,H,N,L,N,S,S,S,S,S
118314,2014-01,0.1205343289090772,25334.9397,25334.9397,S,S,W,G,R,A,N,H,A,N,H,S,S,S,S,S
12011,2014-01,-0.1577394767512742,25210.3016,25210.3016,S,S,N,G,,C,N,N,N,L,N,,S,S,S,S
113174,2014-01,-0.1130810385605611,25115.2926,25115.2926,S,S,N,V,,C,L,L,C,N,N,,S,S,S,S
150059,2014-01,0.0132926647698907,25069.25,25069.25,S,S,N,N,W,N,L,N,N,L,L,S,S,S,S,S
244056,2014-01,0.028675613699169,24895.6247,24895.6247,S,S,L,N,W,C,L,L,C,H,N,S,S,S,S,S
64529,2014-01,-0.070741062189029,24759.4575,24759.4575,S,S,N,G,N,A,N,H,N,L,N,S,S,S,S,S
