Month,mom_p30,mom_p70
2018-01,0.11865133572554777,0.6651450193207029
2018-02,0.051159708820203265,0.5644983619844114
2018-03,-0.02815930036422626,0.4404935925377005
2018-04,-0.179474885589127,0.23997436281126028
2018-05,-0.08386379820647655,0.37669757826694705
2018-06,-0.1666407241193733,0.23970860246913386
2018-07,-0.2773692010114225,0.08240915244073
2018-08,-0.22579710672847164,0.12027211494998775
2018-09,-0.22344830198914722,0.1480576562224176
2018-10,-0.3905437442512711,-0.062803309380454
2018-11,-0.424399098124,-0.12047765375456648
2018-12,-0.4578578914529796,-0.18060035918049736
2019-01,-0.42927808728464767,-0.15304552582556571
2019-02,-0.4432158941207413,-0.17348267624058683
2019-03,-0.40316689454730176,-0.1293822857449331
2019-04,-0.41323923318737005,-0.14186583785370846
2019-05,-0.36588912780236904,-0.1045385095504386
2019-06,-0.3026855531414066,-0.01563366303606924
2019-07,-0.37784382631156405,-0.09012463865487452
2019-08,-0.491517567817383,-0.21987582843210943
2019-09,-0.42411342797913765,-0.12583577910009378
2019-10,-0.3466140036119885,-0.049706467127087595
2019-11,-0.34931631730493434,-0.051769622005173106
2019-12,-0.37907970584736506,-0.07253699888228815
2020-01,-0.33428855720126055,-0.023197092073859553
2020-02,-0.25962487806101703,0.05417556647747229
2020-03,-0.4019670330728042,-0.10178947996011849
2020-04,-0.5879216724800673,-0.3277643893201396
2020-05,-0.49843047322144196,-0.2404633334480865
2020-06,-0.4778005180635792,-0.20507537976524554
2020-07,-0.2518001855845462,0.066835901897498
2020-08,-0.2622702867822576,0.09994016586766115
2020-09,-0.1995520311801812,0.1525429768568832
2020-10,-0.19740018503835463,0.16867915077546317
2020-11,-0.17738801217199307,0.1747194233164988
2020-12,-0.0984896715641943,0.2855383301030413
2021-01,-0.03746070102835805,0.3735371845765235
2021-02,0.07091856582468437,0.5299008171887207
2021-03,0.588116132992907,1.3971354884993632
2021-04,0.3386243830417528,0.9989863874369882
2021-05,0.4098367209625311,1.2197565821128138
2021-06,0.3769385931619405,1.1319995212015197
2021-07,0.5085705969056488,1.3376565694470475
2021-08,0.4262836672239589,1.2773809590115675
2021-09,0.3934874060455514,1.1649380683190704
2021-10,0.49721187241500664,1.3014460863799715
2021-11,0.3581529598669645,1.0646037587774024
2021-12,0.19046557402000627,0.8052435860805034
2022-01,0.279564055416822,1.0106145123049786
2022-02,0.22878748404458746,0.9589221641955255
2022-03,0.13040757997922683,0.7875685087792824
2022-04,0.09390504802197318,0.7412927603743192
2022-05,0.037319037526053214,0.6207296048272186
2022-06,-0.11952934186614872,0.32086845862971203
2022-07,-0.24261869360479635,0.12183254915354944
2022-08,-0.11907611650394323,0.25995853107165046
2022-09,-0.10579541437908789,0.294251416545122
2022-10,-0.09752952237898782,0.35116910771168275
2022-11,-0.06831543669304434,0.36695447406264864
2022-12,-0.144787463807925,0.2637068023584063
2023-01,-0.18542412257413737,0.20024967014061715
2023-02,-0.09445849641019033,0.29568373081777627
2023-03,-0.1713507275467856,0.19147558667645836
2023-04,-0.27515713529127883,0.0825212384526654
2023-05,-0.10123163242378842,0.26969871460241795
2023-06,-0.0317700964106585,0.406969011566917
2023-07,-0.03938041633189154,0.39322590036400706
2023-08,-0.06162175060105475,0.36986409381467655
2023-09,-0.020118422213583998,0.4465272388133069
2023-10,0.017977950808461422,0.4822253884024649
2023-11,0.003311351980076359,0.44018574604613864
2023-12,0.06214907786810464,0.5744645676791255
2024-01,0.14872725911387863,0.6695040648788181
2024-02,0.314544318480906,0.990622586276629
2024-03,0.31841120322615696,1.0365242855240775
2024-04,0.09722761991675373,0.6981733937079564
2024-05,0.1964745663321804,0.8396042100571041
2024-06,0.08403916002037035,0.6246154921357695
2024-07,0.11672589263115674,0.6689991521587605
2024-08,0.12465548885708319,0.7035615045476658
2024-09,0.1250391007856823,0.719577885781178
2024-10,0.16368165917496214,0.7608721663823651
2024-11,0.035795275211813436,0.5720710372110216
2024-12,-0.023183681219253165,0.5030667443428459
2025-01,-0.0992124559906456,0.38025321333879814
2025-02,-0.1309776876139201,0.25280810096668416
2025-03,-0.19954488843575607,0.1759902181280473
2025-04,-0.29891330822554185,0.06768812579562522
2025-05,-0.22190540652088495,0.12601842739652147
2025-06,-0.22440359022423387,0.09433359892180185
2025-07,-0.2568705225912367,0.04535749405588427
2025-08,-0.278685900184026,-2.3422101326543446e-05
2025-09,-0.3061113219802468,-0.04607924333257236
2025-10,-0.26123891202600225,0.02810455257428089
2025-11,-0.2544584109628093,0.036363593452942405
2025-12,-0.3035703333755443,-0.011792323219679046
2026-01,-0.25176606064913903,0.04384439712520426
2026-02,-0.18638068371796176,0.14216021405531395
2026-03,-0.18766616220451363,0.12483575436570335
